#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
385986:10130,248:248,09/19/24 23:55:42,HLT_Mu0_L1DoubleMu_v12,475237.204433362,446808.812267601,62.0,HFET
385986:10130,249:249,09/19/24 23:56:05,HLT_Mu0_L1DoubleMu_v12,475230.484606403,446405.325718988,62.0,HFET
385986:10130,250:250,09/19/24 23:56:29,HLT_Mu0_L1DoubleMu_v12,474794.448690943,188518.958113833,61.9,HFET
385986:10130,251:251,09/19/24 23:56:52,HLT_Mu0_L1DoubleMu_v12,474211.174592094,403234.826747729,61.8,HFET
385986:10130,252:252,09/19/24 23:57:15,HLT_Mu0_L1DoubleMu_v12,473491.102904103,445647.712578455,61.8,HFET
385986:10130,253:253,09/19/24 23:57:39,HLT_Mu0_L1DoubleMu_v12,472680.271363806,445759.733942992,61.6,HFET
385986:10130,254:254,09/19/24 23:58:02,HLT_Mu0_L1DoubleMu_v12,473393.623224838,439714.098282040,61.7,HFET
385986:10130,255:255,09/19/24 23:58:25,HLT_Mu0_L1DoubleMu_v12,473416.503240317,444974.968085005,61.7,HFET
385986:10130,256:256,09/19/24 23:58:49,HLT_Mu0_L1DoubleMu_v12,473370.304122776,446108.290938794,61.7,HFET
385986:10130,257:257,09/19/24 23:59:12,HLT_Mu0_L1DoubleMu_v12,473618.180787422,446471.133607920,61.8,HFET
385986:10130,258:258,09/19/24 23:59:35,HLT_Mu0_L1DoubleMu_v12,472865.588839694,446586.285369815,61.7,HFET
385986:10130,259:259,09/19/24 23:59:58,HLT_Mu0_L1DoubleMu_v12,472637.071305938,446236.664187462,61.6,HFET
385986:10130,260:260,09/20/24 00:00:22,HLT_Mu0_L1DoubleMu_v12,471855.879748457,443238.735428707,61.5,HFET
385986:10130,261:261,09/20/24 00:00:45,HLT_Mu0_L1DoubleMu_v12,471457.643781233,441605.773138024,61.5,HFET
385986:10130,262:262,09/20/24 00:01:08,HLT_Mu0_L1DoubleMu_v12,471108.167723829,445102.623370918,61.4,HFET
385986:10130,263:263,09/20/24 00:01:32,HLT_Mu0_L1DoubleMu_v12,470396.015158990,444566.562769551,61.3,HFET
385986:10130,264:264,09/20/24 00:01:55,HLT_Mu0_L1DoubleMu_v12,469643.022626672,444724.868352561,61.2,HFET
385986:10130,265:265,09/20/24 00:02:18,HLT_Mu0_L1DoubleMu_v12,468560.034408168,443991.159053701,61.1,HFET
385986:10130,266:266,09/20/24 00:02:42,HLT_Mu0_L1DoubleMu_v12,468764.232607175,443895.865601352,61.1,HFET
385986:10130,267:267,09/20/24 00:03:05,HLT_Mu0_L1DoubleMu_v12,475605.400652373,441154.240011158,62.0,HFET
385986:10130,268:268,09/20/24 00:03:28,HLT_Mu0_L1DoubleMu_v12,475476.081461416,446608.923399457,62.0,HFET
385986:10130,269:269,09/20/24 00:03:52,HLT_Mu0_L1DoubleMu_v12,474258.014317301,445975.553547543,61.9,HFET
385986:10130,270:270,09/20/24 00:04:15,HLT_Mu0_L1DoubleMu_v12,474204.615326647,442677.689052159,61.8,HFET
385986:10130,271:271,09/20/24 00:04:38,HLT_Mu0_L1DoubleMu_v12,474000.417127640,446005.101424332,61.8,HFET
385986:10130,272:272,09/20/24 00:05:02,HLT_Mu0_L1DoubleMu_v12,474314.373865633,446014.738010098,61.9,HFET
385986:10130,273:273,09/20/24 00:05:25,HLT_Mu0_L1DoubleMu_v12,473730.060212912,445330.602393273,61.8,HFET
385986:10130,274:274,09/20/24 00:05:48,HLT_Mu0_L1DoubleMu_v12,472823.269412568,445826.271771350,61.7,HFET
385986:10130,275:275,09/20/24 00:06:11,HLT_Mu0_L1DoubleMu_v12,472153.276532533,445285.553730396,61.6,HFET
385986:10130,276:276,09/20/24 00:06:35,HLT_Mu0_L1DoubleMu_v12,471313.605359407,443898.826542991,61.5,HFET
385986:10130,277:277,09/20/24 00:06:58,HLT_Mu0_L1DoubleMu_v12,472377.313908586,445624.874159704,61.6,HFET
385986:10130,278:278,09/20/24 00:07:21,HLT_Mu0_L1DoubleMu_v12,477861.456193644,447345.167022321,62.3,HFET
385986:10130,279:279,09/20/24 00:07:45,HLT_Mu0_L1DoubleMu_v12,476056.315541021,447405.426460863,62.1,HFET
385986:10130,280:280,09/20/24 00:08:08,HLT_Mu0_L1DoubleMu_v12,474267.454678861,439393.450508520,61.9,HFET
385986:10130,281:281,09/20/24 00:08:31,HLT_Mu0_L1DoubleMu_v12,473742.380032203,445625.722687299,61.8,HFET
385986:10130,282:282,09/20/24 00:08:55,HLT_Mu0_L1DoubleMu_v12,472555.952517083,445169.012503467,61.6,HFET
385986:10130,283:283,09/20/24 00:09:18,HLT_Mu0_L1DoubleMu_v12,471695.561536170,445008.451939762,61.5,HFET
385986:10130,284:284,09/20/24 00:09:41,HLT_Mu0_L1DoubleMu_v12,471529.242746963,444227.320010873,61.5,HFET
385986:10130,285:285,09/20/24 00:10:05,HLT_Mu0_L1DoubleMu_v12,470470.774565097,443535.654699792,61.4,HFET
385986:10130,286:286,09/20/24 00:10:28,HLT_Mu0_L1DoubleMu_v12,469323.506036726,444295.626637983,61.2,HFET
385986:10130,287:287,09/20/24 00:10:51,HLT_Mu0_L1DoubleMu_v12,468625.473873849,444105.335957547,61.1,HFET
385986:10130,288:288,09/20/24 00:11:14,HLT_Mu0_L1DoubleMu_v12,467567.285036246,443266.084730173,61.0,HFET
385986:10130,289:289,09/20/24 00:11:38,HLT_Mu0_L1DoubleMu_v12,476846.947460063,446478.835930756,62.2,HFET
385986:10130,290:290,09/20/24 00:12:01,HLT_Mu0_L1DoubleMu_v12,475516.481523118,447474.822629284,62.0,HFET
385986:10130,291:291,09/20/24 00:12:24,HLT_Mu0_L1DoubleMu_v12,474023.297143118,446828.891592703,61.8,HFET
385986:10130,292:292,09/20/24 00:12:48,HLT_Mu0_L1DoubleMu_v12,473262.065183816,445015.752378423,61.7,HFET
385986:10130,293:293,09/20/24 00:13:11,HLT_Mu0_L1DoubleMu_v12,472443.073678099,439248.102450284,61.6,HFET
385986:10130,294:294,09/20/24 00:13:34,HLT_Mu0_L1DoubleMu_v12,471650.641995578,445780.523016715,61.5,HFET
385986:10130,295:295,09/20/24 00:13:58,HLT_Mu0_L1DoubleMu_v12,470477.854017075,445224.159671705,61.4,HFET
385986:10130,296:296,09/20/24 00:14:21,HLT_Mu0_L1DoubleMu_v12,468860.350790352,443973.725452613,61.1,HFET
385986:10130,297:297,09/20/24 00:14:44,HLT_Mu0_L1DoubleMu_v12,467731.523079326,443796.046209229,61.0,HFET
385986:10130,298:298,09/20/24 00:15:08,HLT_Mu0_L1DoubleMu_v12,477781.817683628,447851.875474087,62.3,HFET
385986:10130,299:299,09/20/24 00:15:31,HLT_Mu0_L1DoubleMu_v12,478709.207870625,447835.418795555,62.4,HFET
385986:10130,300:300,09/20/24 00:15:54,HLT_Mu0_L1DoubleMu_v12,479560.718816888,448683.070795995,62.5,HFET
385986:10130,301:301,09/20/24 00:16:18,HLT_Mu0_L1DoubleMu_v12,480774.305803299,449475.329258726,62.7,HFET
385986:10130,302:302,09/20/24 00:16:41,HLT_Mu0_L1DoubleMu_v12,481610.617472541,450626.555559879,62.8,HFET
385986:10130,303:303,09/20/24 00:17:04,HLT_Mu0_L1DoubleMu_v12,482385.488968460,450451.043412657,62.9,HFET
385986:10130,304:304,09/20/24 00:17:27,HLT_Mu0_L1DoubleMu_v12,482154.451601994,450223.381631668,62.9,HFET
385986:10130,305:305,09/20/24 00:17:51,HLT_Mu0_L1DoubleMu_v12,481719.135755764,450093.893501734,62.8,HFET
385986:10130,306:306,09/20/24 00:18:14,HLT_Mu0_L1DoubleMu_v12,481408.619621602,442301.921737335,62.8,HFET
385986:10130,307:307,09/20/24 00:18:37,HLT_Mu0_L1DoubleMu_v12,481238.540743922,450329.133071491,62.8,HFET
385986:10130,308:308,09/20/24 00:19:01,HLT_Mu0_L1DoubleMu_v12,480838.345270897,449808.961915675,62.7,HFET
385986:10130,309:309,09/20/24 00:19:24,HLT_Mu0_L1DoubleMu_v12,480808.305522683,449301.620442303,62.7,HFET
385986:10130,310:310,09/20/24 00:19:47,HLT_Mu0_L1DoubleMu_v12,480498.788802016,450163.046452567,62.7,HFET
385986:10130,311:311,09/20/24 00:20:11,HLT_Mu0_L1DoubleMu_v12,479756.396606264,449226.952174426,62.6,HFET
385986:10130,312:312,09/20/24 00:20:34,HLT_Mu0_L1DoubleMu_v12,478764.046999740,449331.008209033,62.4,HFET
385986:10130,313:313,09/20/24 00:20:57,HLT_Mu0_L1DoubleMu_v12,477973.095596057,339231.175497083,62.3,HFET
385986:10130,314:314,09/20/24 00:21:21,HLT_Mu0_L1DoubleMu_v12,477781.097614397,447736.825833368,62.3,HFET
385986:10130,315:315,09/20/24 00:21:44,HLT_Mu0_L1DoubleMu_v12,477439.461218581,448429.455742577,62.3,HFET
385986:10130,316:316,09/20/24 00:22:07,HLT_Mu0_L1DoubleMu_v12,476859.987348583,447180.821768930,62.2,HFET
385986:10130,317:317,09/20/24 00:22:31,HLT_Mu0_L1DoubleMu_v12,477259.103127359,448483.604382621,62.2,HFET
385986:10130,318:318,09/20/24 00:22:54,HLT_Mu0_L1DoubleMu_v12,477446.500530182,446748.009969495,62.3,HFET
385986:10130,319:319,09/20/24 00:23:17,HLT_Mu0_L1DoubleMu_v12,477693.698085167,441820.579019239,62.3,HFET
385986:10130,320:320,09/20/24 00:23:40,HLT_Mu0_L1DoubleMu_v12,478140.413798758,448966.935363861,62.4,HFET
385986:10130,321:321,09/20/24 00:24:04,HLT_Mu0_L1DoubleMu_v12,477948.815582496,448112.549768464,62.3,HFET
385986:10130,322:322,09/20/24 00:24:27,HLT_Mu0_L1DoubleMu_v12,478030.934604036,446814.768893938,62.3,HFET
385986:10130,323:323,09/20/24 00:24:50,HLT_Mu0_L1DoubleMu_v12,478009.334984698,448592.866608155,62.3,HFET
385986:10130,324:324,09/20/24 00:25:14,HLT_Mu0_L1DoubleMu_v12,478108.013960155,447585.679388247,62.4,HFET
385986:10130,325:325,09/20/24 00:25:37,HLT_Mu0_L1DoubleMu_v12,478792.486867171,446633.271841436,62.4,HFET
385986:10130,326:326,09/20/24 00:26:00,HLT_Mu0_L1DoubleMu_v12,478347.771618951,446949.329219265,62.4,HFET
385986:10130,327:327,09/20/24 00:26:24,HLT_Mu0_L1DoubleMu_v12,477600.899265496,305518.375208240,62.3,HFET
385986:10130,328:328,09/20/24 00:26:47,HLT_Mu0_L1DoubleMu_v12,477075.864759216,447824.505460644,62.2,HFET
385986:10130,329:329,09/20/24 00:27:10,HLT_Mu0_L1DoubleMu_v12,475902.196969162,446889.460571196,62.1,HFET
385986:10130,330:330,09/20/24 00:27:34,HLT_Mu0_L1DoubleMu_v12,475574.400811853,447639.388498533,62.0,HFET
385986:10130,331:331,09/20/24 00:27:57,HLT_Mu0_L1DoubleMu_v12,475181.724696582,447650.832582493,62.0,HFET
385986:10130,332:332,09/20/24 00:28:20,HLT_Mu0_L1DoubleMu_v12,474500.291808808,440418.026154952,61.9,HFET
385986:10130,333:333,09/20/24 00:28:44,HLT_Mu0_L1DoubleMu_v12,474147.415287951,446972.968857841,61.8,HFET
385986:10130,334:334,09/20/24 00:29:07,HLT_Mu0_L1DoubleMu_v12,474316.893698343,446260.383684894,61.9,HFET
385986:10130,335:335,09/20/24 00:29:30,HLT_Mu0_L1DoubleMu_v12,473761.939864984,446312.891955574,61.8,HFET
385986:10130,336:336,09/20/24 00:29:53,HLT_Mu0_L1DoubleMu_v12,473822.378986430,446329.067287032,61.8,HFET
385986:10130,337:337,09/20/24 00:30:17,HLT_Mu0_L1DoubleMu_v12,473263.064597310,447391.651142226,61.7,HFET
385986:10130,338:338,09/20/24 00:30:40,HLT_Mu0_L1DoubleMu_v12,472945.788495811,446016.801220183,61.7,HFET
385986:10130,339:339,09/20/24 00:31:03,HLT_Mu0_L1DoubleMu_v12,472184.956301906,445614.317428811,61.6,HFET
385986:10130,340:340,09/20/24 00:31:27,HLT_Mu0_L1DoubleMu_v12,470745.451076015,446070.492496392,61.4,HFET
385986:10130,341:341,09/20/24 00:31:50,HLT_Mu0_L1DoubleMu_v12,469822.621327477,445797.518810776,61.3,HFET
385986:10130,342:342,09/20/24 00:32:13,HLT_Mu0_L1DoubleMu_v12,468713.112606964,444198.741683252,61.1,HFET
385986:10130,343:343,09/20/24 00:32:37,HLT_Mu0_L1DoubleMu_v12,467703.083211895,443766.622451774,61.0,HFET
385986:10130,344:344,09/20/24 00:33:00,HLT_Mu0_L1DoubleMu_v12,475364.082433983,448795.065891168,62.0,HFET
385986:10130,345:345,09/20/24 00:33:23,HLT_Mu0_L1DoubleMu_v12,473841.178609603,439837.174721690,61.8,HFET
385986:10130,346:346,09/20/24 00:33:47,HLT_Mu0_L1DoubleMu_v12,473150.786225613,446760.652270643,61.7,HFET
385986:10130,347:347,09/20/24 00:34:10,HLT_Mu0_L1DoubleMu_v12,472374.354170099,446727.160038388,61.6,HFET
385986:10130,348:348,09/20/24 00:34:33,HLT_Mu0_L1DoubleMu_v12,470805.330689743,446267.809200164,61.4,HFET
385986:10130,349:349,09/20/24 00:34:56,HLT_Mu0_L1DoubleMu_v12,469996.699497515,445241.116202000,61.3,HFET
385986:10130,350:350,09/20/24 00:35:20,HLT_Mu0_L1DoubleMu_v12,469325.746525173,334887.583080525,61.2,HFET
385986:10130,351:351,09/20/24 00:35:43,HLT_Mu0_L1DoubleMu_v12,469294.626263519,442808.148290548,61.2,HFET
385986:10130,352:352,09/20/24 00:36:06,HLT_Mu0_L1DoubleMu_v12,469048.949127750,442257.698351389,61.2,HFET
385986:10130,353:353,09/20/24 00:36:30,HLT_Mu0_L1DoubleMu_v12,468705.672710774,444359.699015180,61.1,HFET
385986:10130,354:354,09/20/24 00:36:53,HLT_Mu0_L1DoubleMu_v12,467914.041378239,443670.172021156,61.0,HFET
385986:10130,355:355,09/20/24 00:37:16,HLT_Mu0_L1DoubleMu_v12,475508.441159641,448310.293793066,62.0,HFET
385986:10130,356:356,09/20/24 00:37:40,HLT_Mu0_L1DoubleMu_v12,475022.766341999,447992.221618300,62.0,HFET
385986:10130,357:357,09/20/24 00:38:03,HLT_Mu0_L1DoubleMu_v12,475353.842541627,447962.333795736,62.0,HFET
385986:10130,358:358,09/20/24 00:38:26,HLT_Mu0_L1DoubleMu_v12,476393.191615680,442185.639908936,62.1,HFET
385986:10130,359:359,09/20/24 00:38:50,HLT_Mu0_L1DoubleMu_v12,476976.985901060,448462.474653498,62.2,HFET
385986:10130,360:360,09/20/24 00:39:13,HLT_Mu0_L1DoubleMu_v12,478038.454780982,449047.239666093,62.3,HFET
385986:10130,361:361,09/20/24 00:39:36,HLT_Mu0_L1DoubleMu_v12,479033.204618274,450333.469057740,62.5,HFET
385986:10130,362:362,09/20/24 00:40:00,HLT_Mu0_L1DoubleMu_v12,479391.280546873,449575.002647392,62.5,HFET
385986:10130,363:363,09/20/24 00:40:23,HLT_Mu0_L1DoubleMu_v12,480865.064836413,451104.441285130,62.7,HFET
385986:10130,364:364,09/20/24 00:40:46,HLT_Mu0_L1DoubleMu_v12,481302.660492276,450947.479402612,62.8,HFET
385986:10130,365:365,09/20/24 00:41:09,HLT_Mu0_L1DoubleMu_v12,480963.303906094,449146.433581878,62.7,HFET
385986:10130,366:366,09/20/24 00:41:33,HLT_Mu0_L1DoubleMu_v12,481182.221335969,449988.157758115,62.8,HFET
385986:10130,367:367,09/20/24 00:41:56,HLT_Mu0_L1DoubleMu_v12,481344.979919402,450743.358260921,62.8,HFET
385986:10130,368:368,09/20/24 00:42:19,HLT_Mu0_L1DoubleMu_v12,481241.741324677,449922.850557495,62.8,HFET
385986:10130,369:369,09/20/24 00:42:43,HLT_Mu0_L1DoubleMu_v12,481123.942422214,449671.955785684,62.7,HFET
385986:10130,370:370,09/20/24 00:43:06,HLT_Mu0_L1DoubleMu_v12,481032.743483324,449517.383164271,62.7,HFET
385986:10130,371:371,09/20/24 00:43:29,HLT_Mu0_L1DoubleMu_v12,481405.259298527,444169.822377490,62.8,HFET
385986:10130,372:372,09/20/24 00:43:53,HLT_Mu0_L1DoubleMu_v12,481742.495817396,450277.204377125,62.8,HFET
385986:10130,373:373,09/20/24 00:44:16,HLT_Mu0_L1DoubleMu_v12,481723.656053845,449706.712617993,62.8,HFET
385986:10130,374:374,09/20/24 00:44:39,HLT_Mu0_L1DoubleMu_v12,481848.854712120,450232.755777426,62.8,HFET
385986:10130,375:375,09/20/24 00:45:03,HLT_Mu0_L1DoubleMu_v12,481432.059144799,449273.635933469,62.8,HFET
385986:10130,376:376,09/20/24 00:45:26,HLT_Mu0_L1DoubleMu_v12,481185.941284064,449573.916916703,62.8,HFET
385986:10130,377:377,09/20/24 00:45:49,HLT_Mu0_L1DoubleMu_v12,481011.583769762,449409.372601606,62.7,HFET
385986:10130,378:378,09/20/24 00:46:13,HLT_Mu0_L1DoubleMu_v12,480491.389046204,449979.955734444,62.7,HFET
385986:10130,379:379,09/20/24 00:46:36,HLT_Mu0_L1DoubleMu_v12,479458.639377977,446640.086606967,62.5,HFET
385986:10130,380:380,09/20/24 00:46:59,HLT_Mu0_L1DoubleMu_v12,479191.242201736,450158.635895414,62.5,HFET
385986:10130,381:381,09/20/24 00:47:23,HLT_Mu0_L1DoubleMu_v12,478326.971530408,449265.127846389,62.4,HFET
385986:10130,382:382,09/20/24 00:47:46,HLT_Mu0_L1DoubleMu_v12,477839.216785831,449542.387779624,62.3,HFET
385986:10130,383:383,09/20/24 00:48:09,HLT_Mu0_L1DoubleMu_v12,478247.292880013,448514.003578521,62.4,HFET
385986:10130,384:384,09/20/24 00:48:32,HLT_Mu0_L1DoubleMu_v12,478389.931303756,442702.094142447,62.4,HFET
385986:10130,385:385,09/20/24 00:48:56,HLT_Mu0_L1DoubleMu_v12,477788.577650965,450162.019912602,62.3,HFET
385986:10130,386:386,09/20/24 00:49:19,HLT_Mu0_L1DoubleMu_v12,477020.625045512,448562.813711774,62.2,HFET
385986:10130,387:387,09/20/24 00:49:42,HLT_Mu0_L1DoubleMu_v12,475913.237211504,447063.338365544,62.1,HFET
385986:10130,388:388,09/20/24 00:50:06,HLT_Mu0_L1DoubleMu_v12,475304.603404844,448576.031169097,62.0,HFET
385986:10130,389:389,09/20/24 00:50:29,HLT_Mu0_L1DoubleMu_v12,474559.611095626,447306.337230099,61.9,HFET
385986:10130,390:390,09/20/24 00:50:52,HLT_Mu0_L1DoubleMu_v12,473635.861395158,446908.929901905,61.8,HFET
385986:10130,391:391,09/20/24 00:51:16,HLT_Mu0_L1DoubleMu_v12,473444.223038518,447646.529497906,61.7,HFET
385986:10130,392:392,09/20/24 00:51:39,HLT_Mu0_L1DoubleMu_v12,475123.165619372,447917.794082908,62.0,HFET
385986:10130,393:393,09/20/24 00:52:02,HLT_Mu0_L1DoubleMu_v12,475175.244892699,448252.776606529,62.0,HFET
385986:10130,394:394,09/20/24 00:52:26,HLT_Mu0_L1DoubleMu_v12,473828.259142216,446714.084783416,61.8,HFET
385986:10130,395:395,09/20/24 00:52:49,HLT_Mu0_L1DoubleMu_v12,471809.200584762,445918.961856131,61.5,HFET
385986:10130,396:396,09/20/24 00:53:12,HLT_Mu0_L1DoubleMu_v12,472127.196755492,225026.342383993,61.6,HFET
385986:10130,397:397,09/20/24 00:53:35,HLT_Mu0_L1DoubleMu_v12,468684.993043365,165501.276100085,61.1,HFET
385986:10130,398:398,09/20/24 00:53:59,HLT_Mu0_L1DoubleMu_v12,468739.352126326,438423.060228102,61.1,HFET
385986:10130,399:399,09/20/24 00:54:22,HLT_Mu0_L1DoubleMu_v12,476878.347065981,449376.493435350,62.2,HFET
385986:10130,400:400,09/20/24 00:54:45,HLT_Mu0_L1DoubleMu_v12,476011.155977352,447558.013635555,62.1,HFET
385986:10130,401:401,09/20/24 00:55:09,HLT_Mu0_L1DoubleMu_v12,475945.356886652,448378.473453314,62.1,HFET
385986:10130,402:402,09/20/24 00:55:32,HLT_Mu0_L1DoubleMu_v12,476080.955179602,446382.918315324,62.1,HFET
385986:10130,403:403,09/20/24 00:55:55,HLT_Mu0_L1DoubleMu_v12,474321.773621444,447274.305789992,61.9,HFET
385986:10130,404:404,09/20/24 00:56:19,HLT_Mu0_L1DoubleMu_v12,473472.662905950,447215.910445919,61.7,HFET
385986:10130,405:405,09/20/24 00:56:42,HLT_Mu0_L1DoubleMu_v12,473373.663626660,447339.997385146,61.7,HFET
385986:10130,406:406,09/20/24 00:57:05,HLT_Mu0_L1DoubleMu_v12,472197.435863517,446207.529815834,61.6,HFET
385986:10130,407:407,09/20/24 00:57:29,HLT_Mu0_L1DoubleMu_v12,471418.404513727,439562.453241247,61.5,HFET
385986:10130,408:408,09/20/24 00:57:52,HLT_Mu0_L1DoubleMu_v12,470659.492504437,445266.767374329,61.4,HFET
385986:10130,409:409,09/20/24 00:58:15,HLT_Mu0_L1DoubleMu_v12,469780.301900351,444720.752674477,61.3,HFET
385986:10130,410:410,09/20/24 00:58:38,HLT_Mu0_L1DoubleMu_v12,469116.828145386,445195.989459397,61.2,HFET
385986:10130,411:411,09/20/24 00:59:02,HLT_Mu0_L1DoubleMu_v12,468134.838852350,438426.095201597,61.1,HFET
385986:10130,412:412,09/20/24 00:59:25,HLT_Mu0_L1DoubleMu_v12,469823.620740971,443856.626143707,61.3,HFET
385986:10130,413:413,09/20/24 00:59:48,HLT_Mu0_L1DoubleMu_v12,462387.179081467,440133.201592223,60.3,HFET
385986:10130,414:414,09/20/24 01:00:12,HLT_Mu0_L1DoubleMu_v12,465715.264518039,443054.818062664,60.7,HFET
385986:10130,415:415,09/20/24 01:00:35,HLT_Mu0_L1DoubleMu_v12,482113.492032573,451114.643043512,62.9,HFET
385986:10130,416:416,09/20/24 01:00:58,HLT_Mu0_L1DoubleMu_v12,481998.852751295,449862.760767891,62.9,HFET
385986:10130,417:417,09/20/24 01:01:22,HLT_Mu0_L1DoubleMu_v12,480879.224559561,450626.221377140,62.7,HFET
385986:10130,418:418,09/20/24 01:01:45,HLT_Mu0_L1DoubleMu_v12,480729.266660764,450444.289415399,62.7,HFET
385986:10130,419:419,09/20/24 01:02:08,HLT_Mu0_L1DoubleMu_v12,480050.073442245,449868.504679331,62.6,HFET
385986:10130,420:420,09/20/24 01:02:32,HLT_Mu0_L1DoubleMu_v12,479018.884333613,449159.565420621,62.5,HFET
385986:10130,421:421,09/20/24 01:02:55,HLT_Mu0_L1DoubleMu_v12,478668.408043525,449491.644613473,62.4,HFET
385986:10130,422:422,09/20/24 01:03:18,HLT_Mu0_L1DoubleMu_v12,477555.099913353,448475.471025268,62.3,HFET
385986:10130,423:423,09/20/24 01:03:42,HLT_Mu0_L1DoubleMu_v12,477606.259234750,345591.263088038,62.3,HFET
385986:10130,424:424,09/20/24 01:04:05,HLT_Mu0_L1DoubleMu_v12,476330.552965356,440999.287742886,62.1,HFET
385986:10130,425:425,09/20/24 01:04:28,HLT_Mu0_L1DoubleMu_v12,476731.268624913,438469.303080279,62.2,HFET
385986:10130,426:426,09/20/24 01:04:51,HLT_Mu0_L1DoubleMu_v12,476971.426049106,436777.328060130,62.2,HFET
385986:10130,427:427,09/20/24 01:05:15,HLT_Mu0_L1DoubleMu_v12,477158.943873063,226252.024337153,62.2,HFET
385986:10130,428:428,09/20/24 01:05:38,HLT_Mu0_L1DoubleMu_v12,477204.023155976,435366.263673757,62.2,HFET
385986:10130,429:429,09/20/24 01:06:01,HLT_Mu0_L1DoubleMu_v12,477362.861908616,448983.899167128,62.3,HFET
385986:10130,430:430,09/20/24 01:06:25,HLT_Mu0_L1DoubleMu_v12,477101.104865084,449149.459820936,62.2,HFET
385986:10130,431:431,09/20/24 01:06:48,HLT_Mu0_L1DoubleMu_v12,476841.147585033,449649.398160814,62.2,HFET
385986:10130,432:432,09/20/24 01:07:11,HLT_Mu0_L1DoubleMu_v12,476812.707717601,449920.868378039,62.2,HFET
385986:10130,433:433,09/20/24 01:07:35,HLT_Mu0_L1DoubleMu_v12,476701.668782475,449668.355282325,62.2,HFET
385986:10130,434:434,09/20/24 01:07:58,HLT_Mu0_L1DoubleMu_v12,476039.115798630,448580.693896655,62.1,HFET
385986:10130,435:435,09/20/24 01:08:21,HLT_Mu0_L1DoubleMu_v12,475348.522712751,391327.382862192,62.0,HFET
385986:10130,436:436,09/20/24 01:08:45,HLT_Mu0_L1DoubleMu_v12,475149.005373337,447936.097062880,62.0,HFET
385986:10130,437:437,09/20/24 01:09:08,HLT_Mu0_L1DoubleMu_v12,476039.955469804,447836.334460794,62.1,HFET
385986:10130,438:438,09/20/24 01:09:31,HLT_Mu0_L1DoubleMu_v12,471732.361251720,440464.133848879,61.5,HFET
385986:10130,439:439,09/20/24 01:09:55,HLT_Mu0_L1DoubleMu_v12,477916.776188103,450109.783237443,62.3,HFET
385986:10130,440:440,09/20/24 01:10:18,HLT_Mu0_L1DoubleMu_v12,478055.734804129,449719.416823611,62.3,HFET
385986:10130,441:441,09/20/24 01:10:41,HLT_Mu0_L1DoubleMu_v12,478737.247153468,449887.621416611,62.4,HFET
385986:10130,442:442,09/20/24 01:11:04,HLT_Mu0_L1DoubleMu_v12,479570.798966922,446142.972909399,62.5,HFET
385986:10130,443:443,09/20/24 01:11:28,HLT_Mu0_L1DoubleMu_v12,480772.826343651,450896.356799568,62.7,HFET
385986:10130,444:444,09/20/24 01:11:51,HLT_Mu0_L1DoubleMu_v12,480076.793007761,449517.653092581,62.6,HFET
385986:10130,445:445,09/20/24 01:12:14,HLT_Mu0_L1DoubleMu_v12,480032.393653701,450232.809031445,62.6,HFET
385986:10130,446:446,09/20/24 01:12:38,HLT_Mu0_L1DoubleMu_v12,479643.077861505,449361.831526152,62.6,HFET
385986:10130,447:447,09/20/24 01:13:01,HLT_Mu0_L1DoubleMu_v12,479883.235285698,450068.202314040,62.6,HFET
385986:10130,448:448,09/20/24 01:13:24,HLT_Mu0_L1DoubleMu_v12,481434.298814055,450821.690005862,62.8,HFET
385986:10130,449:449,09/20/24 01:13:48,HLT_Mu0_L1DoubleMu_v12,480650.906908505,449991.216456876,62.7,HFET
385986:10130,450:450,09/20/24 01:14:11,HLT_Mu0_L1DoubleMu_v12,479483.119274237,443393.626615007,62.5,HFET
385986:10130,451:451,09/20/24 01:14:34,HLT_Mu0_L1DoubleMu_v12,478804.366780686,449034.668647563,62.4,HFET
385986:10130,452:452,09/20/24 01:14:58,HLT_Mu0_L1DoubleMu_v12,476138.394422184,448836.737825387,62.1,HFET
385986:10130,453:453,09/20/24 01:15:21,HLT_Mu0_L1DoubleMu_v12,478091.134521597,448832.307768722,62.4,HFET
385986:10130,454:454,09/20/24 01:15:44,HLT_Mu0_L1DoubleMu_v12,480161.352400448,449990.728424084,62.6,HFET
385986:10130,455:455,09/20/24 01:16:07,HLT_Mu0_L1DoubleMu_v12,479992.793941985,450478.414652823,62.6,HFET
385986:10130,456:456,09/20/24 01:16:31,HLT_Mu0_L1DoubleMu_v12,479633.158272982,450390.919420212,62.6,HFET
