#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
385986:10130,999:999,09/20/24 04:47:29,HLT_Mu0_L1DoubleMu_v12,472627.871786646,447284.449285253,61.6,HFET
385986:10130,1000:1000,09/20/24 04:47:52,HLT_Mu0_L1DoubleMu_v12,471773.960609616,447777.709698106,61.5,HFET
385986:10130,1001:1001,09/20/24 04:48:15,HLT_Mu0_L1DoubleMu_v12,471324.444899859,441254.233435881,61.5,HFET
385986:10130,1002:1002,09/20/24 04:48:39,HLT_Mu0_L1DoubleMu_v12,473226.465583649,448520.877532611,61.7,HFET
385986:10130,1003:1003,09/20/24 04:49:02,HLT_Mu0_L1DoubleMu_v12,473395.423807510,448022.689033348,61.7,HFET
385986:10130,1004:1004,09/20/24 04:49:25,HLT_Mu0_L1DoubleMu_v12,472575.472209486,448085.523843429,61.6,HFET
385986:10130,1005:1005,09/20/24 04:49:49,HLT_Mu0_L1DoubleMu_v12,471700.001553495,446951.212241378,61.5,HFET
385986:10130,1006:1006,09/20/24 04:50:12,HLT_Mu0_L1DoubleMu_v12,471369.004815432,446788.928718916,61.5,HFET
385986:10130,1007:1007,09/20/24 04:50:35,HLT_Mu0_L1DoubleMu_v12,471281.885449657,447280.573075123,61.5,HFET
385986:10130,1008:1008,09/20/24 04:50:58,HLT_Mu0_L1DoubleMu_v12,471401.284232901,447365.087494897,61.5,HFET
385986:10130,1009:1009,09/20/24 04:51:22,HLT_Mu0_L1DoubleMu_v12,471054.967796683,447209.850850518,61.4,HFET
385986:10130,1010:1010,09/20/24 04:51:45,HLT_Mu0_L1DoubleMu_v12,471486.163929420,446974.403329355,61.5,HFET
385986:10130,1011:1011,09/20/24 04:52:08,HLT_Mu0_L1DoubleMu_v12,471824.080377142,447806.385088368,61.5,HFET
385986:10130,1012:1012,09/20/24 04:52:32,HLT_Mu0_L1DoubleMu_v12,472025.997947324,446696.832440476,61.6,HFET
385986:10130,1013:1013,09/20/24 04:52:55,HLT_Mu0_L1DoubleMu_v12,471887.319494753,441551.152426529,61.5,HFET
385986:10130,1014:1014,09/20/24 04:53:18,HLT_Mu0_L1DoubleMu_v12,472309.715054405,448113.472080647,61.6,HFET
385986:10130,1015:1015,09/20/24 04:53:42,HLT_Mu0_L1DoubleMu_v12,471589.882570299,447620.808605700,61.5,HFET
385986:10130,1016:1016,09/20/24 04:54:05,HLT_Mu0_L1DoubleMu_v12,472542.992090127,448442.132832137,61.6,HFET
385986:10130,1017:1017,09/20/24 04:54:28,HLT_Mu0_L1DoubleMu_v12,472200.076117362,446517.707580055,61.6,HFET
385986:10130,1018:1018,09/20/24 04:54:52,HLT_Mu0_L1DoubleMu_v12,471998.958077975,448374.037983602,61.6,HFET
385986:10130,1019:1019,09/20/24 04:55:15,HLT_Mu0_L1DoubleMu_v12,472357.394450785,336174.656584933,61.6,HFET
385986:10130,1020:1020,09/20/24 04:55:38,HLT_Mu0_L1DoubleMu_v12,472435.033314622,446342.063185356,61.6,HFET
385986:10130,1021:1021,09/20/24 04:56:01,HLT_Mu0_L1DoubleMu_v12,472219.676090521,447898.883307614,61.6,HFET
385986:10130,1022:1022,09/20/24 04:56:25,HLT_Mu0_L1DoubleMu_v12,472085.797280295,447027.611567994,61.6,HFET
385986:10130,1023:1023,09/20/24 04:56:48,HLT_Mu0_L1DoubleMu_v12,471190.766791523,447597.541704695,61.5,HFET
385986:10130,1024:1024,09/20/24 04:57:11,HLT_Mu0_L1DoubleMu_v12,472038.557789691,228318.371529319,61.6,HFET
385986:10130,1025:1025,09/20/24 04:57:35,HLT_Mu0_L1DoubleMu_v12,471597.842653020,445156.579656248,61.5,HFET
385986:10130,1026:1026,09/20/24 04:57:58,HLT_Mu0_L1DoubleMu_v12,471825.599977167,446828.087138349,61.5,HFET
385986:10130,1027:1027,09/20/24 04:58:21,HLT_Mu0_L1DoubleMu_v12,472771.349881562,441905.459155541,61.7,HFET
385986:10130,1028:1028,09/20/24 04:58:45,HLT_Mu0_L1DoubleMu_v12,472977.587867126,448565.908713482,61.7,HFET
385986:10130,1029:1029,09/20/24 04:59:08,HLT_Mu0_L1DoubleMu_v12,472709.910527431,448637.187547294,61.6,HFET
385986:10130,1030:1030,09/20/24 04:59:31,HLT_Mu0_L1DoubleMu_v12,472626.311227051,448415.604535907,61.6,HFET
385986:10130,1031:1031,09/20/24 04:59:55,HLT_Mu0_L1DoubleMu_v12,472080.597053362,447459.919730400,61.6,HFET
385986:10130,1032:1032,09/20/24 05:00:18,HLT_Mu0_L1DoubleMu_v12,472045.037593573,447103.082528648,61.6,HFET
385986:10130,1033:1033,09/20/24 05:00:41,HLT_Mu0_L1DoubleMu_v12,471731.800924811,447276.539080082,61.5,HFET
385986:10130,1034:1034,09/20/24 05:01:05,HLT_Mu0_L1DoubleMu_v12,470385.535243558,447776.887670116,61.3,HFET
385986:10130,1035:1035,09/20/24 05:01:28,HLT_Mu0_L1DoubleMu_v12,470463.654153548,447006.523601987,61.4,HFET
385986:10130,1036:1036,09/20/24 05:01:51,HLT_Mu0_L1DoubleMu_v12,470345.735649143,447595.902643664,61.3,HFET
385986:10130,1037:1037,09/20/24 05:02:15,HLT_Mu0_L1DoubleMu_v12,469579.183860964,447529.636429185,61.2,HFET
385986:10130,1038:1038,09/20/24 05:02:38,HLT_Mu0_L1DoubleMu_v12,469287.786834617,446403.273885264,61.2,HFET
385986:10130,1039:1039,09/20/24 05:03:01,HLT_Mu0_L1DoubleMu_v12,468888.070588553,445584.169557033,61.2,HFET
385986:10130,1040:1040,09/20/24 05:03:24,HLT_Mu0_L1DoubleMu_v12,468218.797777749,438432.238356853,61.1,HFET
385986:10130,1041:1041,09/20/24 05:03:48,HLT_Mu0_L1DoubleMu_v12,473208.505631650,448106.149913655,61.7,HFET
385986:10130,1042:1042,09/20/24 05:04:11,HLT_Mu0_L1DoubleMu_v12,474123.416257036,449509.316217907,61.8,HFET
385986:10130,1043:1043,09/20/24 05:04:34,HLT_Mu0_L1DoubleMu_v12,473907.858331045,449630.466898375,61.8,HFET
385986:10130,1044:1044,09/20/24 05:04:58,HLT_Mu0_L1DoubleMu_v12,470517.853494189,446573.689597800,61.4,HFET
385986:10130,1045:1045,09/20/24 05:05:21,HLT_Mu0_L1DoubleMu_v12,467697.123594544,445883.216920198,61.0,HFET
385986:10130,1046:1046,09/20/24 05:05:44,HLT_Mu0_L1DoubleMu_v12,472300.155090902,447236.647345828,61.6,HFET
385986:10130,1047:1047,09/20/24 05:06:08,HLT_Mu0_L1DoubleMu_v12,471460.403637020,448136.790298983,61.5,HFET
385986:10130,1048:1048,09/20/24 05:06:31,HLT_Mu0_L1DoubleMu_v12,469133.988566590,446410.818504545,61.2,HFET
385986:10130,1049:1049,09/20/24 05:06:54,HLT_Mu0_L1DoubleMu_v12,469193.027689953,443755.803280739,61.2,HFET
385986:10130,1050:1050,09/20/24 05:07:18,HLT_Mu0_L1DoubleMu_v12,468037.079828823,443395.016081647,61.0,HFET
385986:10130,1051:1051,09/20/24 05:07:41,HLT_Mu0_L1DoubleMu_v12,471960.038295111,448025.619017419,61.6,HFET
385986:10130,1052:1052,09/20/24 05:08:04,HLT_Mu0_L1DoubleMu_v12,457121.114555110,438238.717960687,59.6,HFET
385986:10130,1053:1053,09/20/24 05:08:27,HLT_Mu0_L1DoubleMu_v12,472055.797672460,441236.911731932,61.6,HFET
385986:10130,1054:1054,09/20/24 05:08:51,HLT_Mu0_L1DoubleMu_v12,474108.815808920,449038.291189375,61.8,HFET
385986:10130,1055:1055,09/20/24 05:09:14,HLT_Mu0_L1DoubleMu_v12,474316.973979100,448208.667332902,61.9,HFET
385986:10130,1056:1056,09/20/24 05:09:37,HLT_Mu0_L1DoubleMu_v12,473943.018025436,449013.313328201,61.8,HFET
385986:10130,1057:1057,09/20/24 05:10:01,HLT_Mu0_L1DoubleMu_v12,473973.657421746,447796.779584146,61.8,HFET
385986:10130,1058:1058,09/20/24 05:10:24,HLT_Mu0_L1DoubleMu_v12,474528.131208952,448623.174776894,61.9,HFET
385986:10130,1059:1059,09/20/24 05:10:47,HLT_Mu0_L1DoubleMu_v12,474691.329698160,448682.235987932,61.9,HFET
385986:10130,1060:1060,09/20/24 05:11:11,HLT_Mu0_L1DoubleMu_v12,474702.209378990,449660.471157449,61.9,HFET
385986:10130,1061:1061,09/20/24 05:11:34,HLT_Mu0_L1DoubleMu_v12,473327.904414894,447815.853176562,61.7,HFET
385986:10130,1062:1062,09/20/24 05:11:57,HLT_Mu0_L1DoubleMu_v12,473695.740189695,449495.211495577,61.8,HFET
385986:10130,1063:1063,09/20/24 05:12:21,HLT_Mu0_L1DoubleMu_v12,473456.502717430,448599.933016556,61.7,HFET
385986:10130,1064:1064,09/20/24 05:12:44,HLT_Mu0_L1DoubleMu_v12,473415.663569144,448064.051405647,61.7,HFET
385986:10130,1065:1065,09/20/24 05:13:07,HLT_Mu0_L1DoubleMu_v12,473237.585287556,448034.210922326,61.7,HFET
385986:10130,1066:1066,09/20/24 05:13:31,HLT_Mu0_L1DoubleMu_v12,473273.945097331,442211.306417442,61.7,HFET
385986:10130,1067:1067,09/20/24 05:13:54,HLT_Mu0_L1DoubleMu_v12,472677.391086885,448390.414484012,61.6,HFET
385986:10130,1068:1068,09/20/24 05:14:17,HLT_Mu0_L1DoubleMu_v12,473142.666400572,449018.544060347,61.7,HFET
385986:10130,1069:1069,09/20/24 05:14:40,HLT_Mu0_L1DoubleMu_v12,471474.683781303,448656.549206149,61.5,HFET
385986:10130,1070:1070,09/20/24 05:15:04,HLT_Mu0_L1DoubleMu_v12,471262.605780330,447853.977617084,61.5,HFET
385986:10130,1071:1071,09/20/24 05:15:27,HLT_Mu0_L1DoubleMu_v12,472014.757822283,448579.551069799,61.6,HFET
385986:10130,1072:1072,09/20/24 05:15:50,HLT_Mu0_L1DoubleMu_v12,471873.999442777,444358.849771269,61.5,HFET
385986:10130,1073:1073,09/20/24 05:16:14,HLT_Mu0_L1DoubleMu_v12,471873.359654303,448915.901440594,61.5,HFET
385986:10130,1074:1074,09/20/24 05:16:37,HLT_Mu0_L1DoubleMu_v12,472291.595360084,446792.781965749,61.6,HFET
385986:10130,1075:1075,09/20/24 05:17:00,HLT_Mu0_L1DoubleMu_v12,471252.166005276,448138.102444023,61.5,HFET
385986:10130,1076:1076,09/20/24 05:17:24,HLT_Mu0_L1DoubleMu_v12,471036.128033132,447332.146156358,61.4,HFET
385986:10130,1077:1077,09/20/24 05:17:47,HLT_Mu0_L1DoubleMu_v12,470515.934128766,446629.226810558,61.4,HFET
385986:10130,1078:1078,09/20/24 05:18:10,HLT_Mu0_L1DoubleMu_v12,470163.057607909,447338.860988905,61.3,HFET
385986:10130,1079:1079,09/20/24 05:18:34,HLT_Mu0_L1DoubleMu_v12,469974.179107056,441052.815441256,61.3,HFET
385986:10130,1080:1080,09/20/24 05:18:57,HLT_Mu0_L1DoubleMu_v12,469228.587149742,446528.020157818,61.2,HFET
385986:10130,1081:1081,09/20/24 05:19:20,HLT_Mu0_L1DoubleMu_v12,468541.674690771,446875.659191392,61.1,HFET
385986:10130,1082:1082,09/20/24 05:19:43,HLT_Mu0_L1DoubleMu_v12,468876.591259627,446945.416986714,61.1,HFET
385986:10130,1083:1083,09/20/24 05:20:07,HLT_Mu0_L1DoubleMu_v12,468250.557827878,445946.607653610,61.1,HFET
385986:10130,1084:1084,09/20/24 05:20:30,HLT_Mu0_L1DoubleMu_v12,468919.310452151,446972.124758681,61.2,HFET
385986:10130,1085:1085,09/20/24 05:20:53,HLT_Mu0_L1DoubleMu_v12,475260.123770027,449271.297435041,62.0,HFET
385986:10130,1086:1086,09/20/24 05:21:17,HLT_Mu0_L1DoubleMu_v12,473814.259161388,448445.414693078,61.8,HFET
385986:10130,1087:1087,09/20/24 05:21:40,HLT_Mu0_L1DoubleMu_v12,474039.336910503,449999.753134123,61.8,HFET
385986:10130,1088:1088,09/20/24 05:22:03,HLT_Mu0_L1DoubleMu_v12,473728.499653317,449582.944872681,61.8,HFET
385986:10130,1089:1089,09/20/24 05:22:27,HLT_Mu0_L1DoubleMu_v12,472461.433395496,449155.796278823,61.6,HFET
385986:10130,1090:1090,09/20/24 05:22:50,HLT_Mu0_L1DoubleMu_v12,472667.070913773,448328.991988104,61.6,HFET
385986:10130,1091:1091,09/20/24 05:23:13,HLT_Mu0_L1DoubleMu_v12,471946.118595039,448376.517035120,61.5,HFET
385986:10130,1092:1092,09/20/24 05:23:37,HLT_Mu0_L1DoubleMu_v12,472051.917982045,442987.700793224,61.6,HFET
385986:10130,1093:1093,09/20/24 05:24:00,HLT_Mu0_L1DoubleMu_v12,471893.719017879,448100.540081629,61.5,HFET
385986:10130,1094:1094,09/20/24 05:24:23,HLT_Mu0_L1DoubleMu_v12,470964.888692421,448012.555095340,61.4,HFET
385986:10130,1095:1095,09/20/24 05:24:47,HLT_Mu0_L1DoubleMu_v12,468760.512659081,446546.467553855,61.1,HFET
385986:10130,1096:1096,09/20/24 05:25:10,HLT_Mu0_L1DoubleMu_v12,470531.333288485,447475.780581338,61.4,HFET
385986:10130,1097:1097,09/20/24 05:25:33,HLT_Mu0_L1DoubleMu_v12,470794.570610856,344772.930587839,61.4,HFET
385986:10130,1098:1098,09/20/24 05:25:56,HLT_Mu0_L1DoubleMu_v12,470883.769903566,334294.108865829,61.4,HFET
385986:10130,1099:1099,09/20/24 05:26:20,HLT_Mu0_L1DoubleMu_v12,470959.088817391,447779.382751193,61.4,HFET
385986:10130,1100:1100,09/20/24 05:26:43,HLT_Mu0_L1DoubleMu_v12,469482.024485533,446813.877184165,61.2,HFET
385986:10130,1101:1101,09/20/24 05:27:06,HLT_Mu0_L1DoubleMu_v12,468975.109673573,446632.407130378,61.2,HFET
385986:10130,1102:1102,09/20/24 05:27:30,HLT_Mu0_L1DoubleMu_v12,479529.119328271,450706.103552546,62.5,HFET
385986:10130,1103:1103,09/20/24 05:27:53,HLT_Mu0_L1DoubleMu_v12,479263.122150113,451015.790770626,62.5,HFET
385986:10130,1104:1104,09/20/24 05:28:16,HLT_Mu0_L1DoubleMu_v12,479020.284331696,451815.606267237,62.5,HFET
385986:10130,1105:1105,09/20/24 05:28:40,HLT_Mu0_L1DoubleMu_v12,478808.167009537,445144.522016727,62.4,HFET
385986:10130,1106:1106,09/20/24 05:29:03,HLT_Mu0_L1DoubleMu_v12,478918.725079317,452251.629812347,62.5,HFET
385986:10130,1107:1107,09/20/24 05:29:26,HLT_Mu0_L1DoubleMu_v12,478995.724973872,450565.369987354,62.5,HFET
385986:10130,1108:1108,09/20/24 05:29:50,HLT_Mu0_L1DoubleMu_v12,477877.416499464,339297.313443355,62.3,HFET
385986:10130,1109:1109,09/20/24 05:30:13,HLT_Mu0_L1DoubleMu_v12,477659.498483084,450343.213601901,62.3,HFET
385986:10130,1110:1110,09/20/24 05:30:36,HLT_Mu0_L1DoubleMu_v12,477607.019444359,450575.483076573,62.3,HFET
385986:10130,1111:1111,09/20/24 05:30:59,HLT_Mu0_L1DoubleMu_v12,477535.179636360,450810.210258901,62.3,HFET
385986:10130,1112:1112,09/20/24 05:31:23,HLT_Mu0_L1DoubleMu_v12,476930.906385461,450623.832454840,62.2,HFET
385986:10130,1113:1113,09/20/24 05:31:46,HLT_Mu0_L1DoubleMu_v12,476845.667063923,451470.850327356,62.2,HFET
385986:10130,1114:1114,09/20/24 05:32:09,HLT_Mu0_L1DoubleMu_v12,476129.114622136,449167.320347649,62.1,HFET
385986:10130,1115:1115,09/20/24 05:32:33,HLT_Mu0_L1DoubleMu_v12,476950.585820185,451711.718887679,62.2,HFET
385986:10130,1116:1116,09/20/24 05:32:56,HLT_Mu0_L1DoubleMu_v12,476142.154510656,451034.456062362,62.1,HFET
385986:10130,1117:1117,09/20/24 05:33:19,HLT_Mu0_L1DoubleMu_v12,476776.628071281,449261.003731036,62.2,HFET
385986:10130,1118:1118,09/20/24 05:33:43,HLT_Mu0_L1DoubleMu_v12,476127.474600976,445766.256975312,62.1,HFET
385986:10130,1119:1119,09/20/24 05:34:06,HLT_Mu0_L1DoubleMu_v12,476419.671977310,447527.448089130,62.1,HFET
385986:10130,1120:1120,09/20/24 05:34:29,HLT_Mu0_L1DoubleMu_v12,475371.963055139,449686.846786971,62.0,HFET
385986:10130,1121:1121,09/20/24 05:34:53,HLT_Mu0_L1DoubleMu_v12,475369.762707070,450018.170854188,62.0,HFET
385986:10130,1122:1122,09/20/24 05:35:16,HLT_Mu0_L1DoubleMu_v12,474619.570990109,441432.867660835,61.9,HFET
385986:10130,1123:1123,09/20/24 05:35:39,HLT_Mu0_L1DoubleMu_v12,474552.291620570,448593.939069267,61.9,HFET
385986:10130,1124:1124,09/20/24 05:36:03,HLT_Mu0_L1DoubleMu_v12,473876.338303993,326371.552058942,61.8,HFET
385986:10130,1125:1125,09/20/24 05:36:26,HLT_Mu0_L1DoubleMu_v12,473446.742871229,447539.301719690,61.7,HFET
385986:10130,1126:1126,09/20/24 05:36:49,HLT_Mu0_L1DoubleMu_v12,472487.912937935,447468.391977519,61.6,HFET
385986:10130,1127:1127,09/20/24 05:37:13,HLT_Mu0_L1DoubleMu_v12,472857.668897350,448670.022493022,61.7,HFET
385986:10130,1128:1128,09/20/24 05:37:36,HLT_Mu0_L1DoubleMu_v12,472624.631884705,447924.999131845,61.6,HFET
385986:10130,1129:1129,09/20/24 05:37:59,HLT_Mu0_L1DoubleMu_v12,472389.514125933,447656.220661385,61.6,HFET
385986:10130,1130:1130,09/20/24 05:38:22,HLT_Mu0_L1DoubleMu_v12,471709.041330466,447699.256225837,61.5,HFET
385986:10130,1131:1131,09/20/24 05:38:46,HLT_Mu0_L1DoubleMu_v12,471384.924980874,447244.520992152,61.5,HFET
385986:10130,1132:1132,09/20/24 05:39:09,HLT_Mu0_L1DoubleMu_v12,470721.531506665,440331.944170092,61.4,HFET
385986:10130,1133:1133,09/20/24 05:39:32,HLT_Mu0_L1DoubleMu_v12,470549.893707772,447464.260994832,61.4,HFET
385986:10130,1134:1134,09/20/24 05:39:56,HLT_Mu0_L1DoubleMu_v12,470428.734482234,447276.571989458,61.4,HFET
385986:10130,1135:1135,09/20/24 05:40:19,HLT_Mu0_L1DoubleMu_v12,470282.575993096,445993.140185168,61.3,HFET
385986:10130,1136:1136,09/20/24 05:40:42,HLT_Mu0_L1DoubleMu_v12,470007.619318723,447121.318864679,61.3,HFET
385986:10130,1137:1137,09/20/24 05:41:06,HLT_Mu0_L1DoubleMu_v12,469360.466313788,445936.415784362,61.2,HFET
385986:10130,1138:1138,09/20/24 05:41:29,HLT_Mu0_L1DoubleMu_v12,468976.230327392,445784.893280242,61.2,HFET
385986:10130,1139:1139,09/20/24 05:41:52,HLT_Mu0_L1DoubleMu_v12,468701.833160737,445538.604689276,61.1,HFET
385986:10130,1140:1140,09/20/24 05:42:16,HLT_Mu0_L1DoubleMu_v12,468580.954098654,445060.623356364,61.1,HFET
385986:10130,1141:1141,09/20/24 05:42:39,HLT_Mu0_L1DoubleMu_v12,468985.349565928,444888.373409228,61.2,HFET
385986:10130,1142:1142,09/20/24 05:43:02,HLT_Mu0_L1DoubleMu_v12,468665.792835604,445471.770156842,61.1,HFET
385986:10130,1143:1143,09/20/24 05:43:25,HLT_Mu0_L1DoubleMu_v12,471456.564086983,446229.882709650,61.5,HFET
385986:10130,1144:1144,09/20/24 05:43:49,HLT_Mu0_L1DoubleMu_v12,476599.229718546,450159.747043776,62.2,HFET
385986:10130,1145:1145,09/20/24 05:44:12,HLT_Mu0_L1DoubleMu_v12,475632.360240966,443593.690589429,62.0,HFET
385986:10130,1146:1146,09/20/24 05:44:35,HLT_Mu0_L1DoubleMu_v12,475257.043610407,449780.653632446,62.0,HFET
385986:10130,1147:1147,09/20/24 05:44:59,HLT_Mu0_L1DoubleMu_v12,474749.248986895,450015.301679130,61.9,HFET
385986:10130,1148:1148,09/20/24 05:45:22,HLT_Mu0_L1DoubleMu_v12,473835.699038405,448673.195977326,61.8,HFET
385986:10130,1149:1149,09/20/24 05:45:45,HLT_Mu0_L1DoubleMu_v12,473887.658709790,448175.601541263,61.8,HFET
385986:10130,1150:1150,09/20/24 05:46:09,HLT_Mu0_L1DoubleMu_v12,473945.017671615,449011.591875600,61.8,HFET
385986:10130,1151:1151,09/20/24 05:46:32,HLT_Mu0_L1DoubleMu_v12,473791.419286287,449018.611561534,61.8,HFET
385986:10130,1152:1152,09/20/24 05:46:55,HLT_Mu0_L1DoubleMu_v12,474564.690901425,448758.379384046,61.9,HFET
385986:10130,1153:1153,09/20/24 05:47:19,HLT_Mu0_L1DoubleMu_v12,474615.930503579,450005.068988562,61.9,HFET
385986:10130,1154:1154,09/20/24 05:47:42,HLT_Mu0_L1DoubleMu_v12,473754.019922641,449562.821965960,61.8,HFET
385986:10130,1155:1155,09/20/24 05:48:05,HLT_Mu0_L1DoubleMu_v12,474293.333754013,450211.671548285,61.9,HFET
385986:10130,1156:1156,09/20/24 05:48:28,HLT_Mu0_L1DoubleMu_v12,474202.655001655,449446.930103252,61.8,HFET
385986:10130,1157:1157,09/20/24 05:48:52,HLT_Mu0_L1DoubleMu_v12,473312.464295605,449523.240311230,61.7,HFET
385986:10130,1158:1158,09/20/24 05:49:15,HLT_Mu0_L1DoubleMu_v12,472371.154408536,442475.590005683,61.6,HFET
385986:10130,1159:1159,09/20/24 05:49:38,HLT_Mu0_L1DoubleMu_v12,471684.361551508,448628.850088131,61.5,HFET
385986:10130,1160:1160,09/20/24 05:50:02,HLT_Mu0_L1DoubleMu_v12,471216.006078200,447998.900173885,61.5,HFET
385986:10130,1161:1161,09/20/24 05:50:25,HLT_Mu0_L1DoubleMu_v12,470887.330109340,448195.797018092,61.4,HFET
385986:10130,1162:1162,09/20/24 05:50:48,HLT_Mu0_L1DoubleMu_v12,470482.733940176,447319.756868263,61.4,HFET
385986:10130,1163:1163,09/20/24 05:51:12,HLT_Mu0_L1DoubleMu_v12,471190.127003049,448268.496549039,61.5,HFET
385986:10130,1164:1164,09/20/24 05:51:35,HLT_Mu0_L1DoubleMu_v12,471402.004302131,447202.359626694,61.5,HFET
385986:10130,1165:1165,09/20/24 05:51:58,HLT_Mu0_L1DoubleMu_v12,470615.372494640,446893.952311618,61.4,HFET
385986:10130,1166:1166,09/20/24 05:52:22,HLT_Mu0_L1DoubleMu_v12,469636.502682412,446486.913391693,61.2,HFET
385986:10130,1167:1167,09/20/24 05:52:45,HLT_Mu0_L1DoubleMu_v12,469919.420258698,446545.298458589,61.3,HFET
385986:10130,1168:1168,09/20/24 05:53:08,HLT_Mu0_L1DoubleMu_v12,469690.742163430,446518.311829220,61.3,HFET
385986:10130,1169:1169,09/20/24 05:53:32,HLT_Mu0_L1DoubleMu_v12,468353.836562981,445459.940471987,61.1,HFET
385986:10130,1170:1170,09/20/24 05:53:55,HLT_Mu0_L1DoubleMu_v12,470451.854520790,447243.502463237,61.4,HFET
385986:10130,1171:1171,09/20/24 05:54:18,HLT_Mu0_L1DoubleMu_v12,477530.339853638,444506.408921460,62.3,HFET
385986:10130,1172:1172,09/20/24 05:54:41,HLT_Mu0_L1DoubleMu_v12,476800.027454100,35724.386527407,62.2,HFET
385986:10130,1173:1173,09/20/24 05:55:05,HLT_Mu0_L1DoubleMu_v12,476673.269055422,341103.775292641,62.2,HFET
385986:10130,1174:1174,09/20/24 05:55:28,HLT_Mu0_L1DoubleMu_v12,476782.468086689,450683.940793663,62.2,HFET
385986:10130,1175:1175,09/20/24 05:55:51,HLT_Mu0_L1DoubleMu_v12,476749.828225009,449805.174682207,62.2,HFET
385986:10130,1176:1176,09/20/24 05:56:15,HLT_Mu0_L1DoubleMu_v12,477302.222085280,449908.444339003,62.2,HFET
385986:10130,1177:1177,09/20/24 05:56:38,HLT_Mu0_L1DoubleMu_v12,478997.004550820,451604.635710767,62.5,HFET
385986:10130,1178:1178,09/20/24 05:57:01,HLT_Mu0_L1DoubleMu_v12,479855.235324042,451223.761895211,62.6,HFET
385986:10130,1179:1179,09/20/24 05:57:25,HLT_Mu0_L1DoubleMu_v12,477886.696299512,450536.119356947,62.3,HFET
385986:10130,1180:1180,09/20/24 05:57:48,HLT_Mu0_L1DoubleMu_v12,476928.225991238,450423.253364391,62.2,HFET
385986:10130,1181:1181,09/20/24 05:58:11,HLT_Mu0_L1DoubleMu_v12,478674.927987785,452062.740663375,62.4,HFET
385986:10130,1182:1182,09/20/24 05:58:35,HLT_Mu0_L1DoubleMu_v12,477473.820562985,451072.539835684,62.3,HFET
385986:10130,1183:1183,09/20/24 05:58:58,HLT_Mu0_L1DoubleMu_v12,476338.672790398,450592.763444173,62.1,HFET
385986:10130,1184:1184,09/20/24 05:59:21,HLT_Mu0_L1DoubleMu_v12,475742.358803028,449662.073539328,62.0,HFET
385986:10130,1185:1185,09/20/24 05:59:45,HLT_Mu0_L1DoubleMu_v12,475279.564000866,441795.119917001,62.0,HFET
385986:10130,1186:1186,09/20/24 06:00:08,HLT_Mu0_L1DoubleMu_v12,475070.685761456,449592.544881690,62.0,HFET
385986:10130,1187:1187,09/20/24 06:00:31,HLT_Mu0_L1DoubleMu_v12,475426.562161177,449716.229497191,62.0,HFET
385986:10130,1188:1188,09/20/24 06:00:54,HLT_Mu0_L1DoubleMu_v12,475317.003504890,450187.918829198,62.0,HFET
385986:10130,1189:1189,09/20/24 06:01:18,HLT_Mu0_L1DoubleMu_v12,475231.324277576,448450.757313084,62.0,HFET
385986:10130,1190:1190,09/20/24 06:01:41,HLT_Mu0_L1DoubleMu_v12,473983.537689081,448569.789013026,61.8,HFET
385986:10130,1191:1191,09/20/24 06:02:04,HLT_Mu0_L1DoubleMu_v12,473350.744289995,449642.643946154,61.7,HFET
385986:10130,1192:1192,09/20/24 06:02:28,HLT_Mu0_L1DoubleMu_v12,475816.918326437,450957.226024128,62.1,HFET
385986:10130,1193:1193,09/20/24 06:02:51,HLT_Mu0_L1DoubleMu_v12,476416.791700389,449942.385621243,62.1,HFET
385986:10130,1194:1194,09/20/24 06:03:14,HLT_Mu0_L1DoubleMu_v12,475125.445429006,450665.526008976,62.0,HFET
385986:10130,1195:1195,09/20/24 06:03:38,HLT_Mu0_L1DoubleMu_v12,476921.786327734,451647.444171719,62.2,HFET
385986:10130,1196:1196,09/20/24 06:04:01,HLT_Mu0_L1DoubleMu_v12,475384.362335994,450859.722575923,62.0,HFET
385986:10130,1197:1197,09/20/24 06:04:24,HLT_Mu0_L1DoubleMu_v12,474235.014699880,450139.503743408,61.8,HFET
385986:10130,1198:1198,09/20/24 06:04:48,HLT_Mu0_L1DoubleMu_v12,474090.736254978,443044.526161731,61.8,HFET
385986:10130,1199:1199,09/20/24 06:05:11,HLT_Mu0_L1DoubleMu_v12,473826.219355659,447962.509368782,61.8,HFET
385986:10130,1200:1200,09/20/24 06:05:34,HLT_Mu0_L1DoubleMu_v12,473876.858490525,449696.388197652,61.8,HFET
385986:10130,1201:1201,09/20/24 06:05:57,HLT_Mu0_L1DoubleMu_v12,473782.179626618,450071.048681039,61.8,HFET
385986:10130,1202:1202,09/20/24 06:06:21,HLT_Mu0_L1DoubleMu_v12,474172.215488044,449308.221899211,61.8,HFET
385986:10130,1203:1203,09/20/24 06:06:44,HLT_Mu0_L1DoubleMu_v12,474039.976698978,449254.345894870,61.8,HFET
385986:10130,1204:1204,09/20/24 06:07:07,HLT_Mu0_L1DoubleMu_v12,473428.102990377,449770.983107780,61.7,HFET
385986:10130,1205:1205,09/20/24 06:07:31,HLT_Mu0_L1DoubleMu_v12,473214.145764359,449866.381047876,61.7,HFET
385986:10130,1206:1206,09/20/24 06:07:54,HLT_Mu0_L1DoubleMu_v12,473038.507034726,449479.546474358,61.7,HFET
